,months_as_customer,policy_deductable,umbrella_limit,capital-gains,capital-loss,incident_hour_of_the_day,number_of_vehicles_involved,bodily_injuries,witnesses,injury_claim,property_claim,vehicle_claim,policy_csl_250/500,policy_csl_500/1000,insured_sex_MALE,insured_education_level_College,insured_education_level_High School,insured_education_level_JD,insured_education_level_MD,insured_education_level_Masters,insured_education_level_PhD,insured_occupation_armed-forces,insured_occupation_craft-repair,insured_occupation_exec-managerial,insured_occupation_farming-fishing,insured_occupation_handlers-cleaners,insured_occupation_machine-op-inspct,insured_occupation_other-service,insured_occupation_priv-house-serv,insured_occupation_prof-specialty,insured_occupation_protective-serv,insured_occupation_sales,insured_occupation_tech-support,insured_occupation_transport-moving,insured_relationship_not-in-family,insured_relationship_other-relative,insured_relationship_own-child,insured_relationship_unmarried,insured_relationship_wife,incident_type_Parked Car,incident_type_Single Vehicle Collision,incident_type_Vehicle Theft,collision_type_Rear Collision,collision_type_Side Collision,incident_severity_Minor Damage,incident_severity_Total Loss,incident_severity_Trivial Damage,authorities_contacted_Fire,authorities_contacted_None,authorities_contacted_Other,authorities_contacted_Police,property_damage_YES,police_report_available_YES
775,-0.9437076802008774,1.42941662020131,-0.46812336418620953,0.833469540540519,-0.679736038616796,-0.9706465442994636,-0.8223506245298137,-0.016364880682862654,0.46677386261488224,-1.4873378422435752,-1.5045885167552522,-1.935632043599082,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0
64,0.8188991451259549,1.42941662020131,1.7596210719791274,1.302937704755057,0.9269101890894585,0.6267669786350218,1.1512908743417392,-1.2437309318975538,-1.3377642660508993,-0.15421908020377498,-0.14878635068287413,0.44889052839918164,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
351,0.6049905498193004,1.42941662020131,-0.46812336418620953,0.7664026599384421,0.9269101890894585,1.2076446233384712,1.1512908743417392,-0.016364880682862654,-1.3377642660508993,-0.030255292879952076,-0.7656245880715286,-0.6343224692463709,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
315,0.48520173644757403,-0.22117993892260457,-0.46812336418620953,-0.8996798476499938,-0.4802411633361968,0.3363281562832972,-0.8223506245298137,1.2110011705318287,-0.43549520171800854,0.044935856808268365,1.6168613556678717,0.8051149370208734,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0
873,1.0499204280571417,1.42941662020131,-0.46812336418620953,-0.8996798476499938,-0.711797715001178,0.9172058009867465,-0.8223506245298137,-1.2437309318975538,0.46677386261488224,0.07135436886088636,0.08097554310954413,-0.5434488956183884,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
86,-0.3961016762158421,-0.22117993892260457,1.3140721847460601,-0.8714411610806982,0.9269101890894585,-0.38976889959601435,1.1512908743417392,1.2110011705318287,-0.43549520171800854,0.8273302522127243,0.8509883763598107,0.4286387034192312,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
75,-0.6784610220206259,-0.22117993892260457,-0.46812336418620953,1.8641816003198055,0.9269101890894585,1.4980834456901957,1.1512908743417392,1.2110011705318287,-1.3377642660508993,0.8232658657430908,-0.33093992413992646,-0.1664533844531577,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
126,-0.28486920665638177,1.42941662020131,-0.46812336418620953,1.2041023017625225,-0.21662293528683352,-0.5349883107718767,-0.8223506245298137,-1.2437309318975538,-1.3377642660508993,-0.3188267322239332,-0.3164504353422064,-0.4437476034094017,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0
439,-1.1832853069443303,-0.22117993892260457,-0.46812336418620953,-0.8996798476499938,-1.4242794124318898,-0.24454948842015203,-0.8223506245298137,1.2110011705318287,-0.43549520171800854,-1.3694706346242027,-1.3866026794023887,-1.6941679765304423,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1
304,0.7418920508155593,-1.046478218484562,-0.46812336418620953,1.009961331598616,-1.8375187969417024,0.48154756745915955,1.1512908743417392,-1.2437309318975538,-1.3377642660508993,1.1849962615404757,-0.14671642371177127,0.45252547134430093,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
575,-0.14796770566012296,-0.22117993892260457,-0.46812336418620953,0.8652380629309765,-1.100100240100916,0.19110874510743492,-0.8223506245298137,-1.2437309318975538,0.46677386261488224,-0.044480645523669454,1.4347077822108194,0.6451774474356241,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
326,0.9044625832486166,1.42941662020131,-0.46812336418620953,-0.8996798476499938,-0.5728637840021893,1.3528640345143335,1.1512908743417392,-1.2437309318975538,0.46677386261488224,0.9695837786498981,-0.2564225531802232,0.5740364212240033,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
962,-0.4217707076526406,-0.22117993892260457,-0.46812336418620953,0.17339024198323613,-2.2578829984258224,-0.38976889959601435,-0.8223506245298137,-1.2437309318975538,0.46677386261488224,1.014292029815867,1.0414216577012745,0.9396078259902877,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
500,-1.6966659356803009,-1.046478218484562,-0.46812336418620953,0.9428944509965391,0.9269101890894585,0.48154756745915955,-0.8223506245298137,1.2110011705318287,1.369042926947773,0.11403042679203851,3.390788769903029,0.9287029971549298,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1
281,-0.11374233041105827,-0.22117993892260457,-0.46812336418620953,0.4275384211068958,-0.4125554020802792,-1.2610853666511883,-0.8223506245298137,1.2110011705318287,-0.43549520171800854,-1.3146014172841498,-1.3307146511826113,-1.782964439904071,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0
508,-0.9950457430744744,-0.22117993892260457,-0.46812336418620953,-0.8996798476499938,0.9269101890894585,-1.6967436001787752,1.1512908743417392,-1.2437309318975538,-0.43549520171800854,-0.23753900283126247,1.0414216577012745,0.2998578676492902,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
820,-1.1490599316952654,-0.22117993892260457,-0.46812336418620953,-0.8996798476499938,0.9269101890894585,0.3363281562832972,-0.8223506245298137,-1.2437309318975538,-1.3377642660508993,-1.3430521225715846,-1.210658886858645,-1.6775510944956111,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0
785,0.4937580802598402,1.42941662020131,-0.46812336418620953,0.7275744659056608,-0.7438593913855601,-1.2610853666511883,1.1512908743417392,1.2110011705318287,-0.43549520171800854,0.0754187553305199,-0.7118064868228541,0.0599516332714161,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
597,-1.6795532480557684,-1.046478218484562,1.7596210719791274,-0.8996798476499938,0.9269101890894585,-1.2610853666511883,-0.8223506245298137,1.2110011705318287,-0.43549520171800854,-1.3877603737375537,-1.3017356735871712,-1.7575198392882359,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
216,-1.1148345564462008,1.42941662020131,-0.46812336418620953,-0.8996798476499938,0.9269101890894585,0.3363281562832972,-0.8223506245298137,1.2110011705318287,0.46677386261488224,-0.42043639396477167,0.6688348029027584,0.5189929994836253,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
879,1.1868219290534006,-1.046478218484562,1.3140721847460601,-0.8996798476499938,0.9269101890894585,-1.1158659554753259,-0.8223506245298137,1.2110011705318287,-0.43549520171800854,0.4940505617027742,0.5115203530989405,0.08799262170519359,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
380,0.5622088307579696,1.42941662020131,2.2051699592121947,1.9877258540604734,0.9269101890894585,0.9172058009867465,1.1512908743417392,-0.016364880682862654,1.369042926947773,-0.5911406256893802,-0.5938206494699906,-0.1031015216953641,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
913,0.5108707678843726,1.42941662020131,-0.46812336418620953,0.1628007345197503,0.9269101890894585,1.6433028568660581,-0.8223506245298137,-0.016364880682862654,-0.43549520171800854,0.13232016590538942,0.14307335224263015,1.7901844751482048,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0
54,-0.036735236100662684,-0.22117993892260457,-0.46812336418620953,0.7805220032230898,-0.4838035718233504,-0.9706465442994636,-0.8223506245298137,-1.2437309318975538,-0.43549520171800854,-1.3918247602071872,-1.4093718760845204,-1.8520283558613377,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1
83,0.006046482960668191,1.42941662020131,-0.46812336418620953,1.122916077875798,-1.9443910515563092,0.19110874510743492,-0.8223506245298137,-1.2437309318975538,1.369042926947773,-1.2495712337700133,-1.2644769881073197,-1.724805352782162,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1
372,-0.6014539277102303,1.42941662020131,-0.46812336418620953,0.9181856002484056,0.9269101890894585,-0.6802077219477389,-0.8223506245298137,-0.016364880682862654,1.369042926947773,1.2581552179938793,-0.10945773823191966,0.8689860773422555,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
369,0.9386879584976814,-1.046478218484562,-0.46812336418620953,1.5500262122363928,0.9269101890894585,0.48154756745915955,2.1381116237775157,-1.2437309318975538,-0.43549520171800854,1.6727226378964999,1.7120779963386037,0.4847206802867862,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
658,0.8873498956240843,-0.22117993892260457,2.6507188464452622,0.6146197196284787,-1.2639710305099796,1.2076446233384712,-0.8223506245298137,1.2110011705318287,-1.3377642660508993,-0.12983276138597374,-0.12394722702963973,0.4925098437406133,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0
35,-0.4474397390894391,-0.22117993892260457,2.2051699592121947,0.9817226450293205,-0.8257947865900919,0.48154756745915955,-0.8223506245298137,1.2110011705318287,-1.3377642660508993,0.6688191798970163,-0.4095971490418354,-0.009112282685850672,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1
458,1.263829023363796,-1.046478218484562,3.5418166209113973,-0.8996798476499938,0.49585876214387803,0.48154756745915955,-0.8223506245298137,-1.2437309318975538,0.46677386261488224,0.2644127261684794,2.0639655814260913,2.093961849847461,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0
852,0.9643569899344799,-0.22117993892260457,-0.46812336418620953,1.4617803167073442,-0.9184174072560845,0.7719863898108842,1.1512908743417392,1.2110011705318287,1.369042926947773,-0.058705998167386836,-0.051499783041039374,0.25416144205350466,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0
495,0.5279834555089049,-0.22117993892260457,-0.46812336418620953,-0.8996798476499938,-0.832919603564399,1.0624252121626088,-0.8223506245298137,-1.2437309318975538,1.369042926947773,1.2297045127064445,1.2608339166381786,0.8399065337813011,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0
473,0.8616808641872857,-0.22117993892260457,-0.46812336418620953,-0.8996798476499938,0.9269101890894585,-1.2610853666511883,-0.8223506245298137,-0.016364880682862654,-1.3377642660508993,-1.2495712337700133,-1.2644769881073197,-1.6941679765304423,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0
212,1.161152897616602,-0.22117993892260457,2.2051699592121947,1.295878033112733,-0.19168607587675862,0.045889333931572594,1.1512908743417392,1.2110011705318287,1.369042926947773,0.25425175999439553,-0.6207297000943279,-0.8254166126469287,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1
142,-0.6613483343960935,-0.22117993892260457,-0.46812336418620953,1.1688039435509032,-0.09550104672361255,-0.9706465442994636,-0.8223506245298137,1.2110011705318287,-0.43549520171800854,-1.1052855140980227,-1.2479175723384968,-1.6775510944956111,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1
518,-0.028178892288396512,1.42941662020131,-0.46812336418620953,-0.8996798476499938,-1.873142881813238,-1.6967436001787752,1.1512908743417392,-0.016364880682862654,-1.3377642660508993,-0.5179816692359765,-0.5193032785102873,0.04645041661811583,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
296,0.2712931411409196,1.42941662020131,-0.46812336418620953,-0.8996798476499938,-1.1428491419467586,0.48154756745915955,1.1512908743417392,1.2110011705318287,0.46677386261488224,0.07745094856533667,1.6830990187431634,0.8632740241427823,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1
717,-1.3800812146264523,-1.046478218484562,1.3140721847460601,1.8535920928563197,0.9269101890894585,-1.1158659554753259,1.1512908743417392,-1.2437309318975538,1.369042926947773,1.0468071215729353,1.0745404892389205,0.6529666108894512,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
883,-0.7212427410819567,-0.22117993892260457,-0.46812336418620953,-0.8996798476499938,0.9269101890894585,0.9172058009867465,1.1512908743417392,-1.2437309318975538,1.369042926947773,-1.489370035478392,-0.6248695540365337,-0.3871463489782583,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
383,0.7675610822523579,1.42941662020131,-0.46812336418620953,-0.8996798476499938,0.9269101890894585,0.9172058009867465,-0.8223506245298137,-1.2437309318975538,-0.43549520171800854,-0.21518487724827803,-0.21088415981596015,0.33984224004560254,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1
73,0.13439164014466082,-1.046478218484562,-0.46812336418620953,-0.8996798476499938,-0.6013630518994177,-0.6802077219477389,1.1512908743417392,1.2110011705318287,-1.3377642660508993,0.4452779240671718,-0.5234431324524931,0.28531809586881296,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
679,-0.43888339527717296,-1.046478218484562,-0.46812336418620953,1.129975749518122,-2.4075041548862717,-1.1158659554753259,1.1512908743417392,1.2110011705318287,0.46677386261488224,-0.664299582142784,-0.6683380204296938,-0.6743068416426833,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
89,-1.3544121831896538,-0.22117993892260457,-0.46812336418620953,-0.8996798476499938,-1.0716009722036874,0.045889333931572594,1.1512908743417392,1.2110011705318287,-1.3377642660508993,-1.489370035478392,-0.3412895589954408,0.11084083450308636,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
999,2.1964704989008093,-0.22117993892260457,-0.46812336418620953,-0.8996798476499938,0.9269101890894585,-0.8254271331236013,-0.8223506245298137,-1.2437309318975538,1.369042926947773,-1.3958891466768206,-1.3182950893559942,-1.7481728431436434,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0
942,-0.78113714776782,1.42941662020131,2.2051699592121947,0.9640734659235108,-1.0074776194349233,-0.9706465442994636,-0.8223506245298137,-0.016364880682862654,1.369042926947773,-1.3308589631626841,-1.3472740669514343,-1.7975042116845483,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0
665,2.0167872788432195,-1.046478218484562,1.7596210719791274,1.6947494809040324,-0.615612685848032,1.6433028568660581,-0.8223506245298137,1.2110011705318287,-0.43549520171800854,-0.4245007804344052,0.660555095018347,0.5096460033390329,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
836,0.4937580802598402,-0.22117993892260457,-0.46812336418620953,0.9393646151753772,0.9269101890894585,-1.6967436001787752,-0.8223506245298137,-1.2437309318975538,-0.43549520171800854,2.8452981343857755,-0.03701029424331931,1.0143837951470276,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1
622,-1.4742009965613803,-0.22117993892260457,-0.46812336418620953,-0.8996798476499938,0.9269101890894585,-1.1158659554753259,-0.8223506245298137,1.2110011705318287,-1.3377642660508993,-1.4080823060857213,-1.4259312918533433,-1.8146403712829677,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0
426,0.09160992108332995,-0.22117993892260457,-0.46812336418620953,0.6852164360517176,-2.3291311681688933,-0.09933007724428972,-0.8223506245298137,-1.2437309318975538,0.46677386261488224,-0.3066335728150326,-0.30403087351558916,0.4784893495237245,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
499,0.8959062394363505,-0.22117993892260457,-0.46812336418620953,-0.8996798476499938,0.9269101890894585,-1.4063047778270505,-0.8223506245298137,-0.016364880682862654,-0.43549520171800854,1.2215757397671774,-0.12808708097184546,0.8315980927638855,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1
838,-0.12229867422332445,-1.046478218484562,-0.46812336418620953,-0.8996798476499938,0.9269101890894585,1.2076446233384712,1.1512908743417392,-0.016364880682862654,-0.43549520171800854,0.40869844584047,-0.542072475192419,0.0007539910223302951,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
41,-0.7126863972696906,-1.046478218484562,-0.46812336418620953,-0.8996798476499938,0.06836974368545111,-1.5515241890029128,-0.8223506245298137,-0.016364880682862654,-0.43549520171800854,1.7987186184551396,1.8404134685469815,1.4214974050003897,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
985,-1.4570883089368478,-0.22117993892260457,-0.46812336418620953,-0.8996798476499938,0.16099236435144362,1.4980834456901957,-0.8223506245298137,-1.2437309318975538,0.46677386261488224,0.07338656209570313,0.083045470080647,1.2553285846520787,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
39,-0.002509860851597984,-1.046478218484562,-0.46812336418620953,0.8122905256135473,0.9269101890894585,-1.1158659554753259,-0.8223506245298137,-1.2437309318975538,1.369042926947773,0.7338493634111529,0.7557717356890788,0.04904680443605819,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
848,1.9483365283450902,-0.22117993892260457,2.6507188464452622,-0.8996798476499938,-1.0110400279220768,1.6433028568660581,-0.8223506245298137,-0.016364880682862654,0.46677386261488224,1.1484167833137737,2.521419442039825,1.0938332623760638,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1
992,-0.9009259611395465,-1.046478218484562,-0.46812336418620953,0.8758275703944622,0.9269101890894585,-0.8254271331236013,1.1512908743417392,-0.016364880682862654,0.46677386261488224,-0.7435551183006379,0.010598026092046643,-0.6052429256854165,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
929,-0.5415595210243671,-1.046478218484562,-0.46812336418620953,-0.8996798476499938,0.9269101890894585,-0.8254271331236013,-0.8223506245298137,-1.2437309318975538,-1.3377642660508993,0.5428231993383767,0.5611986004054094,-0.1217955139845491,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0
749,0.04027185820973289,1.42941662020131,-0.46812336418620953,-0.8996798476499938,-0.679736038616796,-0.9706465442994636,-0.8223506245298137,-1.2437309318975538,-0.43549520171800854,1.855620029030009,1.8983714237378617,1.052291057288986,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0
534,0.5108707678843726,1.42941662020131,-0.46812336418620953,1.3947134361052673,-0.8257947865900919,0.7719863898108842,1.1512908743417392,-0.016364880682862654,0.46677386261488224,-0.3330520848676506,0.846848522417605,0.42448448291052343,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1
97,-1.4570883089368478,1.42941662020131,-0.46812336418620953,-0.8996798476499938,-1.6273366961996425,-1.1158659554753259,2.1381116237775157,-0.016364880682862654,0.46677386261488224,-0.024158713175501768,-0.016311024532290632,0.6815268768868171,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1
217,-1.3800812146264523,-0.22117993892260457,-0.46812336418620953,-0.8996798476499938,-0.48736598031050393,0.7719863898108842,-0.8223506245298137,1.2110011705318287,-0.43549520171800854,-1.1967342096647773,-1.3596936287780514,-1.6775510944956111,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0
886,-0.49877780196303617,-0.22117993892260457,-0.46812336418620953,1.8818307794256153,0.9269101890894585,0.19110874510743492,-0.8223506245298137,-0.016364880682862654,-1.3377642660508993,-0.09528547639408867,-0.08875846852089099,0.5543038738076415,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
62,-0.6870173658328921,-0.22117993892260457,-0.46812336418620953,-0.8996798476499938,-0.8364820120515526,0.045889333931572594,-0.8223506245298137,-1.2437309318975538,1.369042926947773,-0.34524524427655123,0.8220093987643706,0.10720589155796706,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1
232,0.30551851638998434,-1.046478218484562,-0.46812336418620953,0.5087246449936205,-1.2176597201769834,-0.6802077219477389,2.1381116237775157,1.2110011705318287,-0.43549520171800854,-0.08512451022000483,-0.07840883366537665,0.9312993849728721,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
46,-0.3105382380931803,-1.046478218484562,-0.46812336418620953,0.3463521972201712,0.9269101890894585,-0.09933007724428972,1.1512908743417392,-0.016364880682862654,-0.43549520171800854,-1.489370035478392,1.393309242788762,1.3368551621354687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
474,0.3910819545126461,-0.22117993892260457,2.6507188464452622,-0.8996798476499938,-1.527589258559343,1.0624252121626088,-0.8223506245298137,1.2110011705318287,0.46677386261488224,-1.3694706346242027,-1.2644769881073197,-1.6941679765304423,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0
816,-0.5073341457753023,-1.046478218484562,-0.46812336418620953,2.647805152617756,0.9269101890894585,-1.1158659554753259,2.1381116237775157,-1.2437309318975538,-1.3377642660508993,-0.3777603360336195,0.7557717356890788,0.3330916317189524,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0
